"","ID","Name","NumberOfPersons","global_id","Year","Month","Sex"
"10474","4174","Родион",11,"830149825",2017,"сентябрь","male"
"10475","4175","Станислав",11,"830151444",2017,"сентябрь","male"
"10476","4176","Марат",10,"830154017",2017,"сентябрь","male"
"10477","4177","Имран",10,"830155606",2017,"сентябрь","male"
"10478","4178","Борис",10,"830157333",2017,"сентябрь","male"
"10479","4179","Алихан",10,"830158018",2017,"сентябрь","male"
"10480","4180","Антон",10,"830158627",2017,"сентябрь","male"
"10481","4181","Аркадий",9,"830170968",2017,"сентябрь","male"
"10482","4182","Дамир",9,"830170969",2017,"сентябрь","male"
"10483","4183","Карим",9,"830170970",2017,"сентябрь","male"
"10484","4184","Самир",9,"830170971",2017,"сентябрь","male"
"10485","4185","Тигран",8,"830171862",2017,"сентябрь","male"
"10486","4186","Тихон",8,"830172568",2017,"сентябрь","male"
"10487","4187","Серафим",8,"830173341",2017,"сентябрь","male"
"10488","4188","Усман",8,"830173973",2017,"сентябрь","male"
"10489","4189","Валерий",8,"830174888",2017,"сентябрь","male"
"10490","4190","Виталий",8,"830175705",2017,"сентябрь","male"
"10491","4191","Всеволод",8,"830176151",2017,"сентябрь","male"
"10492","4192","Елисей",8,"830176903",2017,"сентябрь","male"
"10493","4193","Арсен",8,"830177407",2017,"сентябрь","male"
"10494","4194","Адриан",8,"830177408",2017,"сентябрь","male"
"10495","4195","Альберт",7,"830177903",2017,"сентябрь","male"
"10496","4196","Амин",7,"830178803",2017,"сентябрь","male"
"10497","4197","Демьян",7,"830181082",2017,"сентябрь","male"
"10498","4198","Добрыня",7,"830181879",2017,"сентябрь","male"
"10499","4199","Билал",7,"830182354",2017,"сентябрь","male"
"10500","4200","Леон",7,"830182355",2017,"сентябрь","male"
"10501","4201","Александр",254,"800139318",2017,"октябрь","male"
"10502","4202","Артём",233,"800146062",2017,"октябрь","male"
"10503","4203","Михаил",221,"800154991",2017,"октябрь","male"
"10504","4204","Максим",214,"800173168",2017,"октябрь","male"
"10505","4205","Даниил, Данила, Данил",205,"800183080",2017,"октябрь","male"
"10506","4206","Иван",201,"800183081",2017,"октябрь","male"
"10507","4207","Дмитрий",184,"800191094",2017,"октябрь","male"
"10508","4208","Андрей",134,"800199359",2017,"октябрь","male"
"10509","4209","Матвей",134,"800228556",2017,"октябрь","male"
"10510","4210","Никита",121,"800231711",2017,"октябрь","male"
"10511","4211","Егор",117,"831262168",2017,"октябрь","male"
"10512","4212","Кирилл",115,"831262171",2017,"октябрь","male"
"10513","4213","Фёдор",106,"831262175",2017,"октябрь","male"
"10514","4214","Марк",105,"831262191",2017,"октябрь","male"
"10515","4215","Алексей",105,"831262196",2017,"октябрь","male"
"10516","4216","Лев",104,"831262199",2017,"октябрь","male"
"10517","4217","Илья",103,"831262201",2017,"октябрь","male"
"10518","4218","Владимир",99,"831262203",2017,"октябрь","male"
"10519","4219","Роман",94,"831262207",2017,"октябрь","male"
"10520","4220","Сергей",83,"831262208",2017,"октябрь","male"
"10521","4221","Тимофей",77,"831262209",2017,"октябрь","male"
"10522","4222","Ярослав",76,"831262210",2017,"октябрь","male"
"10523","4223","Георгий",71,"831262211",2017,"октябрь","male"
"10524","4224","Владислав",70,"831262213",2017,"октябрь","male"
"10525","4225","Степан",68,"831262214",2017,"октябрь","male"
"10526","4226","Тимур",66,"831262215",2017,"октябрь","male"
"10527","4227","Арсений",60,"831262216",2017,"октябрь","male"
"10528","4228","Николай",55,"831262217",2017,"октябрь","male"
"10529","4229","Григорий",54,"831262218",2017,"октябрь","male"
"10530","4230","Денис",53,"831262220",2017,"октябрь","male"
"10531","4231","Константин",52,"831262221",2017,"октябрь","male"
"10532","4232","Мирон",52,"831262223",2017,"октябрь","male"
"10533","4233","Павел",51,"831262224",2017,"октябрь","male"
"10534","4234","Глеб",49,"831262225",2017,"октябрь","male"
"10535","4235","Давид",48,"831262226",2017,"октябрь","male"
"10536","4236","Макар",48,"831262227",2017,"октябрь","male"
"10537","4237","Пётр",45,"831262228",2017,"октябрь","male"
"10538","4238","Виктор",43,"831262229",2017,"октябрь","male"
"10539","4239","Платон",40,"831262230",2017,"октябрь","male"
"10540","4240","Амир",38,"831262231",2017,"октябрь","male"
"10541","4241","Евгений",37,"831262232",2017,"октябрь","male"
"10542","4242","Руслан",37,"831262234",2017,"октябрь","male"
"10543","4243","Леонид",35,"831262235",2017,"октябрь","male"
"10544","4244","Юрий",35,"831262237",2017,"октябрь","male"
"10545","4245","Богдан",34,"831262238",2017,"октябрь","male"
"10546","4246","Игорь",33,"831262239",2017,"октябрь","male"
"10547","4247","Артемий",32,"831262241",2017,"октябрь","male"
"10548","4248","Семён",32,"831262242",2017,"октябрь","male"
"10549","4249","Вячеслав",28,"831262243",2017,"октябрь","male"
"10550","4250","Даниэль",25,"831262248",2017,"октябрь","male"
"10551","4251","Захар",25,"831262249",2017,"октябрь","male"
"10552","4252","Демид",24,"831262250",2017,"октябрь","male"
"10553","4253","Артур",24,"831262251",2017,"октябрь","male"
"10554","4254","Адам",24,"831262253",2017,"октябрь","male"
"10555","4255","Мухаммад",24,"831262254",2017,"октябрь","male"
"10556","4256","Олег",22,"831262255",2017,"октябрь","male"
"10557","4257","Василий",21,"831262261",2017,"октябрь","male"
"10558","4258","Всеволод",20,"831262270",2017,"октябрь","male"
"10559","4259","Али",20,"831262276",2017,"октябрь","male"
"10560","4260","Роберт",19,"831262283",2017,"октябрь","male"
"10561","4261","Умар",19,"831262291",2017,"октябрь","male"
"10562","4262","Савелий",18,"831262297",2017,"октябрь","male"
"10563","4263","Антон",18,"831262298",2017,"октябрь","male"
"10564","4264","Вадим",18,"831262299",2017,"октябрь","male"
"10565","4265","Герман",18,"831262301",2017,"октябрь","male"
"10566","4266","Борис",17,"831262302",2017,"октябрь","male"
"10567","4267","Елисей",16,"831262303",2017,"октябрь","male"
"10568","4268","Святослав",15,"831262304",2017,"октябрь","male"
"10569","4269","Лука",15,"831262306",2017,"октябрь","male"
"10570","4270","Эмир",14,"831262307",2017,"октябрь","male"
"10571","4271","Мирослав",13,"831262308",2017,"октябрь","male"
"10572","4272","Родион",13,"831262309",2017,"октябрь","male"
"10573","4273","Анатолий",13,"831262310",2017,"октябрь","male"
"10574","4274","Алинур",12,"831262311",2017,"октябрь","male"
"10575","4275","Станислав",12,"831262312",2017,"октябрь","male"
"10576","4276","Марсель",12,"831262313",2017,"октябрь","male"
"10577","4277","Эмиль",12,"831262314",2017,"октябрь","male"
"10578","4278","Ян",11,"831262316",2017,"октябрь","male"
"10579","4279","Леон",11,"831262317",2017,"октябрь","male"
"10580","4280","Тихон",11,"831262318",2017,"октябрь","male"
"10581","4281","Валерий",11,"831262320",2017,"октябрь","male"
"10582","4282","Дамир",10,"831262321",2017,"октябрь","male"
"10583","4283","Ибрагим",10,"831262322",2017,"октябрь","male"
"10584","4284","Филипп",10,"831262323",2017,"октябрь","male"
"10585","4285","Яков",10,"831262325",2017,"октябрь","male"
"10586","4286","Гордей",9,"831262327",2017,"октябрь","male"
"10587","4287","Ахмад",9,"831262328",2017,"октябрь","male"
"10588","4288","Алихан",8,"831262330",2017,"октябрь","male"
"10589","4289","Алан",8,"831262331",2017,"октябрь","male"
"10590","4290","Имран",8,"831262332",2017,"октябрь","male"
"10591","4291","Серафим",8,"831262334",2017,"октябрь","male"
"10592","4292","Савва",7,"831262335",2017,"октябрь","male"
"10593","4293","Марат",7,"831262336",2017,"октябрь","male"
"10594","4294","Муслим",7,"831262337",2017,"октябрь","male"
"10595","4295","Назар",7,"831262340",2017,"октябрь","male"
"10596","4296","Геннадий",7,"831262341",2017,"октябрь","male"
"10597","4297","Виталий",6,"831262342",2017,"октябрь","male"
"10598","4298","Абубакр",6,"831262343",2017,"октябрь","male"
"10599","4299","Алим",6,"831262344",2017,"октябрь","male"
"10600","4300","Кузьма",6,"831262345",2017,"октябрь","male"
"10601","4301","Александр",267,"800251403",2017,"ноябрь","male"
"10602","4302","Артём",236,"800264590",2017,"ноябрь","male"
"10603","4303","Михаил",229,"800279942",2017,"ноябрь","male"
"10604","4304","Максим",185,"800286049",2017,"ноябрь","male"
"10605","4305","Дмитрий",152,"800295289",2017,"ноябрь","male"
"10606","4306","Иван",148,"800308470",2017,"ноябрь","male"
"10607","4307","Даниил, Данила, Данил",167,"800314410",2017,"ноябрь","male"
"10608","4308","Матвей",123,"800321376",2017,"ноябрь","male"
"10609","4309","Андрей",117,"800327951",2017,"ноябрь","male"
"10610","4310","Марк",114,"800335599",2017,"ноябрь","male"
"10611","4311","Алексей",109,"816987803",2017,"ноябрь","male"
"10612","4312","Егор",108,"816988018",2017,"ноябрь","male"
"10613","4313","Илья",103,"816988465",2017,"ноябрь","male"
"10614","4314","Роман",102,"816990780",2017,"ноябрь","male"
"10615","4315","Никита",101,"816991384",2017,"ноябрь","male"
"10616","4316","Кирилл",92,"816991804",2017,"ноябрь","male"
"10617","4317","Константин",91,"816992272",2017,"ноябрь","male"
"10618","4318","Фёдор",91,"816992450",2017,"ноябрь","male"
"10619","4319","Владимир",87,"816992451",2017,"ноябрь","male"
"10620","4320","Тимофей",84,"816992674",2017,"ноябрь","male"
"10621","4321","Лев",81,"816992859",2017,"ноябрь","male"
"10622","4322","Ярослав",79,"816992860",2017,"ноябрь","male"
"10623","4323","Сергей",70,"816993168",2017,"ноябрь","male"
"10624","4324","Григорий",66,"816993423",2017,"ноябрь","male"
"10625","4325","Георгий",62,"816993424",2017,"ноябрь","male"
"10626","4326","Тимур",61,"816993490",2017,"ноябрь","male"
"10627","4327","Николай",60,"816993491",2017,"ноябрь","male"
"10628","4328","Павел",55,"816993492",2017,"ноябрь","male"
