"","ID","Name","NumberOfPersons","global_id","Year","Month","Sex"
"1192","1192","Милослава",8,"64219498",2015,"декабрь","female"
"1193","1193","Нелли",8,"64219516",2015,"декабрь","female"
"1194","1194","Сабина",8,"64219527",2015,"декабрь","female"
"1195","1195","Анисия",7,"64219540",2015,"декабрь","female"
"1196","1196","Аниса",7,"64219561",2015,"декабрь","female"
"1197","1197","Аглая",7,"64219577",2015,"декабрь","female"
"1198","1198","Алсу",7,"64219589",2015,"декабрь","female"
"1199","1199","Мадина",7,"64219601",2015,"декабрь","female"
"1200","1200","Марианна",7,"64219617",2015,"декабрь","female"
"1201","1201","Мария",248,"64513388",2016,"январь","female"
"1202","1202","София",210,"64513391",2016,"январь","female"
"1203","1203","Анастасия",201,"64513392",2016,"январь","female"
"1204","1204","Полина",188,"64513393",2016,"январь","female"
"1205","1205","Варвара",166,"64513398",2016,"январь","female"
"1206","1206","Алиса",165,"64522518",2016,"январь","female"
"1207","1207","Анна",163,"64522602",2016,"январь","female"
"1208","1208","Александра",161,"64522658",2016,"январь","female"
"1209","1209","Виктория",158,"64522708",2016,"январь","female"
"1210","1210","Ксения",156,"64522755",2016,"январь","female"
"1211","1211","Елизавета",148,"64522812",2016,"январь","female"
"1212","1212","Дарья",141,"64523348",2016,"январь","female"
"1213","1213","Екатерина",136,"64533469",2016,"январь","female"
"1214","1214","Арина",135,"64534070",2016,"январь","female"
"1215","1215","Софья",121,"64534071",2016,"январь","female"
"1216","1216","Василиса",112,"64534072",2016,"январь","female"
"1217","1217","Милана",99,"64534073",2016,"январь","female"
"1218","1218","Вероника",87,"64534074",2016,"январь","female"
"1219","1219","Валерия",84,"64534075",2016,"январь","female"
"1220","1220","Ева",78,"64534076",2016,"январь","female"
"1221","1221","Ульяна",74,"64534077",2016,"январь","female"
"1222","1222","Кира",71,"64534078",2016,"январь","female"
"1223","1223","Вера",61,"64534079",2016,"январь","female"
"1224","1224","Татьяна",53,"64534080",2016,"январь","female"
"1225","1225","Таисия",52,"64534081",2016,"январь","female"
"1226","1226","Маргарита",51,"64534082",2016,"январь","female"
"1227","1227","Алёна",47,"64534083",2016,"январь","female"
"1228","1228","Юлия",46,"64534084",2016,"январь","female"
"1229","1229","Кристина",45,"64534485",2016,"январь","female"
"1230","1230","Алина",42,"64534886",2016,"январь","female"
"1231","1231","Диана",42,"64534887",2016,"январь","female"
"1232","1232","Амина",37,"64534888",2016,"январь","female"
"1233","1233","Мирослава",37,"64534889",2016,"январь","female"
"1234","1234","Ольга",37,"64535458",2016,"январь","female"
"1235","1235","Ангелина",35,"64535500",2016,"январь","female"
"1236","1236","Евгения",30,"64535815",2016,"январь","female"
"1237","1237","Стефания",27,"64535857",2016,"январь","female"
"1238","1238","Яна",26,"64535901",2016,"январь","female"
"1239","1239","Есения",25,"64535972",2016,"январь","female"
"1240","1240","Злата",25,"64536013",2016,"январь","female"
"1241","1241","Елена",24,"64536060",2016,"январь","female"
"1242","1242","Ирина",23,"64536100",2016,"январь","female"
"1243","1243","Аделина",22,"64536148",2016,"январь","female"
"1244","1244","Агата",21,"64536656",2016,"январь","female"
"1245","1245","Эмилия",20,"64536734",2016,"январь","female"
"1246","1246","Николь",19,"64536780",2016,"январь","female"
"1247","1247","Элина",19,"64536869",2016,"январь","female"
"1248","1248","Майя",18,"64536910",2016,"январь","female"
"1249","1249","Надежда",18,"64537053",2016,"январь","female"
"1250","1250","Марина",17,"64537099",2016,"январь","female"
"1251","1251","Сафия",17,"64537109",2016,"январь","female"
"1252","1252","Дарина",16,"64537111",2016,"январь","female"
"1253","1253","Ярослава",16,"64537162",2016,"январь","female"
"1254","1254","Агния",15,"64540926",2016,"январь","female"
"1255","1255","Нина",15,"64540927",2016,"январь","female"
"1256","1256","Айлин",14,"64540928",2016,"январь","female"
"1257","1257","Зоя",14,"64540929",2016,"январь","female"
"1258","1258","Серафима",14,"64540930",2016,"январь","female"
"1259","1259","Ясмина",14,"64540931",2016,"январь","female"
"1260","1260","Лидия",13,"64540932",2016,"январь","female"
"1261","1261","Аиша",12,"64540933",2016,"январь","female"
"1262","1262","Лилия",12,"64540934",2016,"январь","female"
"1263","1263","Марианна",12,"64540961",2016,"январь","female"
"1264","1264","Милена",12,"64541542",2016,"январь","female"
"1265","1265","Ника",12,"64541543",2016,"январь","female"
"1266","1266","Раяна",12,"64541544",2016,"январь","female"
"1267","1267","Светлана",12,"64541545",2016,"январь","female"
"1268","1268","Антонина",11,"64541546",2016,"январь","female"
"1269","1269","Камилла",11,"64541547",2016,"январь","female"
"1270","1270","Сабина",11,"64541548",2016,"январь","female"
"1271","1271","Самира",11,"64541549",2016,"январь","female"
"1272","1272","Аглая",10,"64541550",2016,"январь","female"
"1273","1273","Ариана",10,"64541551",2016,"январь","female"
"1274","1274","Наталья",10,"64541552",2016,"январь","female"
"1275","1275","Оливия",10,"64541553",2016,"январь","female"
"1276","1276","Алия",9,"64541554",2016,"январь","female"
"1277","1277","Алисия",9,"64541555",2016,"январь","female"
"1278","1278","Аниса",9,"64541556",2016,"январь","female"
"1279","1279","Виолетта",9,"64541557",2016,"январь","female"
"1280","1280","Камила",9,"64541558",2016,"январь","female"
"1281","1281","Лейла",9,"64541767",2016,"январь","female"
"1282","1282","Любовь",9,"64541823",2016,"январь","female"
"1283","1283","Малика",9,"64542291",2016,"январь","female"
"1284","1284","Марьям",9,"64542331",2016,"январь","female"
"1285","1285","Тамара",9,"64542368",2016,"январь","female"
"1286","1286","Альбина",8,"64542409",2016,"январь","female"
"1287","1287","Евдокия",8,"64542457",2016,"январь","female"
"1288","1288","Мила",8,"64542505",2016,"январь","female"
"1289","1289","Амалия",7,"64542546",2016,"январь","female"
"1290","1290","Анфиса",7,"64542588",2016,"январь","female"
"1291","1291","Асия",7,"64542626",2016,"январь","female"
"1292","1292","Карина",7,"64542689",2016,"январь","female"
"1293","1293","Олеся",7,"64542737",2016,"январь","female"
"1294","1294","Фатима",7,"64542772",2016,"январь","female"
"1295","1295","Анисия",6,"64542773",2016,"январь","female"
"1296","1296","Аяна",6,"64542774",2016,"январь","female"
"1297","1297","Жасмина",6,"64542775",2016,"январь","female"
"1298","1298","Каролина",6,"64542776",2016,"январь","female"
"1299","1299","Лиана",6,"64542777",2016,"январь","female"
"1300","1300","Мадина",6,"64542778",2016,"январь","female"
"1301","1301","Мария",284,"140203075",2016,"февраль","female"
"1302","1302","Анна",242,"140203246",2016,"февраль","female"
"1303","1303","София",224,"140203380",2016,"февраль","female"
"1304","1304","Анастасия",202,"140203556",2016,"февраль","female"
"1305","1305","Полина",199,"140203688",2016,"февраль","female"
"1306","1306","Виктория",187,"140203817",2016,"февраль","female"
"1307","1307","Ксения",180,"140204039",2016,"февраль","female"
"1308","1308","Елизавета",163,"140204194",2016,"февраль","female"
"1309","1309","Алиса",160,"140204359",2016,"февраль","female"
"1310","1310","Александра",157,"140204535",2016,"февраль","female"
"1311","1311","Варвара",153,"323282879",2016,"февраль","female"
"1312","1312","Екатерина",148,"323282898",2016,"февраль","female"
"1313","1313","Арина",140,"323282904",2016,"февраль","female"
"1314","1314","Дарья",139,"323282911",2016,"февраль","female"
"1315","1315","Василиса",125,"323282924",2016,"февраль","female"
"1316","1316","Софья",114,"323282928",2016,"февраль","female"
"1317","1317","Ева",103,"323282929",2016,"февраль","female"
"1318","1318","Вероника",92,"323282930",2016,"февраль","female"
"1319","1319","Маргарита",80,"323282932",2016,"февраль","female"
"1320","1320","Валерия",73,"323282937",2016,"февраль","female"
"1321","1321","Милана",65,"323282941",2016,"февраль","female"
"1322","1322","Кира",64,"323282946",2016,"февраль","female"
"1323","1323","Ульяна",60,"323282949",2016,"февраль","female"
"1324","1324","Вера",57,"323282950",2016,"февраль","female"
"1325","1325","Ольга",50,"323282974",2016,"февраль","female"
"1326","1326","Татьяна",46,"323282976",2016,"февраль","female"
"1327","1327","Алина",45,"323282980",2016,"февраль","female"
"1328","1328","Евгения",43,"323282981",2016,"февраль","female"
"1329","1329","Кристина",43,"323282985",2016,"февраль","female"
"1330","1330","Мирослава",39,"323282992",2016,"февраль","female"
"1331","1331","Амина",38,"323282997",2016,"февраль","female"
"1332","1332","Таисия",36,"323283002",2016,"февраль","female"
"1333","1333","Алёна",35,"323283003",2016,"февраль","female"
"1334","1334","Ирина",33,"323283008",2016,"февраль","female"
"1335","1335","Эмилия",33,"323283015",2016,"февраль","female"
"1336","1336","Юлия",32,"323283019",2016,"февраль","female"
"1337","1337","Диана",31,"323283024",2016,"февраль","female"
"1338","1338","Майя",31,"323283028",2016,"февраль","female"
"1339","1339","Аделина",30,"323283030",2016,"февраль","female"
"1340","1340","Ангелина",29,"323283031",2016,"февраль","female"
"1341","1341","Злата",28,"323283032",2016,"февраль","female"
"1342","1342","Ника",27,"323283033",2016,"февраль","female"
"1343","1343","Стефания",27,"323283034",2016,"февраль","female"
"1344","1344","Есения",26,"323283035",2016,"февраль","female"
"1345","1345","Марьям",26,"323283036",2016,"февраль","female"
"1346","1346","Элина",25,"323283037",2016,"февраль","female"
"1347","1347","Яна",25,"323283040",2016,"февраль","female"
"1348","1348","Агата",24,"323283044",2016,"февраль","female"
"1349","1349","Надежда",24,"323283058",2016,"февраль","female"
"1350","1350","Ясмина",24,"323283065",2016,"февраль","female"
"1351","1351","Николь",20,"323283071",2016,"февраль","female"
"1352","1352","Нина",19,"323283072",2016,"февраль","female"
"1353","1353","Ярослава",19,"323283073",2016,"февраль","female"
"1354","1354","Агния",18,"323283074",2016,"февраль","female"
"1355","1355","Антонина",17,"323283075",2016,"февраль","female"
"1356","1356","Сафия",16,"323283077",2016,"февраль","female"
"1357","1357","Самира",15,"323283078",2016,"февраль","female"
"1358","1358","Светлана",15,"323283079",2016,"февраль","female"
"1359","1359","Елена",14,"323283080",2016,"февраль","female"
"1360","1360","Мадина",13,"323283081",2016,"февраль","female"
"1361","1361","Милена",13,"323283082",2016,"февраль","female"
"1362","1362","Олеся",13,"323283084",2016,"февраль","female"
"1363","1363","Амелия",12,"323283085",2016,"февраль","female"
"1364","1364","Дарина",12,"323283086",2016,"февраль","female"
"1365","1365","Карина",12,"323283087",2016,"февраль","female"
"1366","1366","Аиша",11,"323283091",2016,"февраль","female"
"1367","1367","Алия",11,"323283101",2016,"февраль","female"
"1368","1368","Каролина",11,"323283116",2016,"февраль","female"
"1369","1369","Марьяна",11,"323283123",2016,"февраль","female"
"1370","1370","Тамара",11,"323283124",2016,"февраль","female"
"1371","1371","Фатима",11,"323283169",2016,"февраль","female"
"1372","1372","Валентина",10,"323283179",2016,"февраль","female"
"1373","1373","Зоя",10,"323283190",2016,"февраль","female"
"1374","1374","Камилла",10,"323283199",2016,"февраль","female"
"1375","1375","Лидия",10,"323283206",2016,"февраль","female"
"1376","1376","Лилия",10,"323283217",2016,"февраль","female"
"1377","1377","Эвелина",10,"323283231",2016,"февраль","female"
"1378","1378","Амира",9,"323283232",2016,"февраль","female"
"1379","1379","Амалия",9,"323283250",2016,"февраль","female"
"1380","1380","Любовь",9,"323283261",2016,"февраль","female"
"1381","1381","Марина",9,"323283265",2016,"февраль","female"
"1382","1382","Мила",9,"323283280",2016,"февраль","female"
"1383","1383","Оливия",9,"323283288",2016,"февраль","female"
"1384","1384","Анжелика",8,"323283295",2016,"февраль","female"
"1385","1385","Айлин",8,"323283304",2016,"февраль","female"
"1386","1386","Владислава",8,"323283315",2016,"февраль","female"
"1387","1387","Камила",8,"323283326",2016,"февраль","female"
"1388","1388","Марианна",8,"323283338",2016,"февраль","female"
"1389","1389","Марта",8,"323283345",2016,"февраль","female"
"1390","1390","Мелисса",8,"323283349",2016,"февраль","female"
"1391","1391","Мия",8,"323283358",2016,"февраль","female"
"1392","1392","Альбина",7,"323283370",2016,"февраль","female"
"1393","1393","Евангелина",7,"323283377",2016,"февраль","female"
"1394","1394","Евдокия",7,"323283378",2016,"февраль","female"
"1395","1395","Мелания",7,"323283379",2016,"февраль","female"
"1396","1396","Эмма",7,"323283380",2016,"февраль","female"
"1397","1397","Арууке",6,"323283389",2016,"февраль","female"
"1398","1398","Анисия",6,"323283397",2016,"февраль","female"
"1399","1399","Аида",6,"323283398",2016,"февраль","female"
"1400","1400","Василина",6,"323283399",2016,"февраль","female"
"1401","1401","Мария",242,"168308377",2016,"март","female"
"1402","1402","София",237,"168308379",2016,"март","female"
"1403","1403","Виктория",234,"168308381",2016,"март","female"
"1404","1404","Анастасия",227,"168308382",2016,"март","female"
"1405","1405","Анна",224,"168308384",2016,"март","female"
"1406","1406","Полина",201,"168308385",2016,"март","female"
"1407","1407","Дарья",195,"168308387",2016,"март","female"
"1408","1408","Алиса",193,"168308392",2016,"март","female"
"1409","1409","Александра",173,"168308396",2016,"март","female"
"1410","1410","Варвара",168,"168308399",2016,"март","female"
"1411","1411","Екатерина",168,"282201000",2016,"март","female"
"1412","1412","Елизавета",158,"284372050",2016,"март","female"
"1413","1413","Ксения",149,"284372051",2016,"март","female"
"1414","1414","Арина",142,"284372052",2016,"март","female"
"1415","1415","Василиса",134,"284372053",2016,"март","female"
"1416","1416","Вероника",111,"284372058",2016,"март","female"
"1417","1417","Валерия",104,"284372062",2016,"март","female"
"1418","1418","Ева",101,"284372064",2016,"март","female"
"1419","1419","Софья",98,"284372068",2016,"март","female"
"1420","1420","Милана",92,"284372069",2016,"март","female"
"1421","1421","Кира",91,"284372070",2016,"март","female"
"1422","1422","Ульяна",79,"284372072",2016,"март","female"
"1423","1423","Вера",60,"284372080",2016,"март","female"
"1424","1424","Маргарита",60,"284372081",2016,"март","female"
"1425","1425","Алина",55,"284372084",2016,"март","female"
"1426","1426","Кристина",53,"284372090",2016,"март","female"
"1427","1427","Мирослава",51,"284372092",2016,"март","female"
"1428","1428","Таисия",51,"284372094",2016,"март","female"
"1429","1429","Алёна",48,"284372096",2016,"март","female"
"1430","1430","Диана",48,"284372098",2016,"март","female"
"1431","1431","Ольга",48,"284372101",2016,"март","female"
"1432","1432","Амина",46,"284372103",2016,"март","female"
"1433","1433","Юлия",41,"284372107",2016,"март","female"
"1434","1434","Евгения",40,"284372108",2016,"март","female"
"1435","1435","Татьяна",34,"284372109",2016,"март","female"
"1436","1436","Ангелина",33,"284372111",2016,"март","female"
"1437","1437","Есения",32,"284372117",2016,"март","female"
"1438","1438","Элина",32,"284372120",2016,"март","female"
"1439","1439","Ника",31,"284372130",2016,"март","female"
"1440","1440","Ирина",30,"284372133",2016,"март","female"
"1441","1441","Майя",28,"284372138",2016,"март","female"
"1442","1442","Стефания",26,"284372140",2016,"март","female"
"1443","1443","Дарина",25,"284372141",2016,"март","female"
"1444","1444","Злата",22,"284372143",2016,"март","female"
"1445","1445","Марина",22,"284372160",2016,"март","female"
"1446","1446","Эмилия",22,"284372177",2016,"март","female"
"1447","1447","Агата",21,"284372205",2016,"март","female"
"1448","1448","Яна",21,"284372207",2016,"март","female"
"1449","1449","Николь",20,"284372219",2016,"март","female"
"1450","1450","Аделина",19,"284372221",2016,"март","female"
"1451","1451","Елена",19,"284372223",2016,"март","female"
"1452","1452","Любовь",19,"284372225",2016,"март","female"
"1453","1453","Агния",17,"284372226",2016,"март","female"
"1454","1454","Лидия",17,"284372233",2016,"март","female"
"1455","1455","Марта",17,"284372235",2016,"март","female"
"1456","1456","Надежда",17,"284372239",2016,"март","female"
"1457","1457","Нина",17,"284372303",2016,"март","female"
"1458","1458","Светлана",17,"284372350",2016,"март","female"
"1459","1459","Ясмина",17,"284372351",2016,"март","female"
"1460","1460","Марианна",16,"284372353",2016,"март","female"
"1461","1461","Сафия",16,"284372372",2016,"март","female"
"1462","1462","Евдокия",15,"284372373",2016,"март","female"
"1463","1463","Камила",15,"284372374",2016,"март","female"
"1464","1464","Наталья",15,"284383633",2016,"март","female"
"1465","1465","Амелия",14,"284383634",2016,"март","female"
"1466","1466","Марьям",14,"284383635",2016,"март","female"
"1467","1467","Милена",14,"284383636",2016,"март","female"
"1468","1468","Василина",13,"284383637",2016,"март","female"
"1469","1469","Виолетта",13,"284383638",2016,"март","female"
"1470","1470","Лилия",13,"284383639",2016,"март","female"
"1471","1471","Оливия",13,"284383640",2016,"март","female"
"1472","1472","Алия",12,"284383641",2016,"март","female"
"1473","1473","Фатима",12,"284383642",2016,"март","female"
"1474","1474","Аяна",11,"284383643",2016,"март","female"
"1475","1475","Камилла",11,"284383644",2016,"март","female"
"1476","1476","Мадина",11,"284383645",2016,"март","female"
"1477","1477","Самира",11,"284383646",2016,"март","female"
"1478","1478","Ариана",10,"284383647",2016,"март","female"
"1479","1479","Евангелина",10,"284383648",2016,"март","female"
"1480","1480","Карина",10,"284383649",2016,"март","female"
"1481","1481","Каролина",10,"284383650",2016,"март","female"
"1482","1482","Малика",10,"284383651",2016,"март","female"
"1483","1483","Раяна",10,"284383652",2016,"март","female"
"1484","1484","Сабина",10,"284383653",2016,"март","female"
"1485","1485","Амалия",9,"284383654",2016,"март","female"
"1486","1486","Зоя",9,"284383655",2016,"март","female"
"1487","1487","Катерина",9,"284383656",2016,"март","female"
"1488","1488","Марьяна",9,"284383657",2016,"март","female"
"1489","1489","Олеся",9,"284383658",2016,"март","female"
"1490","1490","Серафима",9,"284383659",2016,"март","female"
"1491","1491","Тамара",9,"284383660",2016,"март","female"
"1492","1492","Эмма",9,"284383661",2016,"март","female"
"1493","1493","Ярослава",9,"284383662",2016,"март","female"
"1494","1494","Аврора",8,"284383663",2016,"март","female"
"1495","1495","Аиша",8,"284383664",2016,"март","female"
"1496","1496","Антонина",8,"284383665",2016,"март","female"
"1497","1497","Валентина",8,"284383666",2016,"март","female"
"1498","1498","Владислава",8,"284383667",2016,"март","female"
"1499","1499","Дана",8,"284383668",2016,"март","female"
"1500","1500","Мия",8,"284383669",2016,"март","female"
"1501","1501","Мария",289,"169692381",2016,"апрель","female"
"1502","1502","Анастасия",216,"169692430",2016,"апрель","female"
"1503","1503","София",216,"169692483",2016,"апрель","female"
"1504","1504","Дарья",213,"169692564",2016,"апрель","female"
"1505","1505","Анна",204,"169692657",2016,"апрель","female"
"1506","1506","Виктория",194,"169692741",2016,"апрель","female"
"1507","1507","Полина",182,"169692744",2016,"апрель","female"
"1508","1508","Елизавета",175,"169693599",2016,"апрель","female"
"1509","1509","Александра",165,"169694168",2016,"апрель","female"
"1510","1510","Алиса",163,"169694208",2016,"апрель","female"
"1511","1511","Екатерина",154,"323283432",2016,"апрель","female"
"1512","1512","Василиса",144,"323283434",2016,"апрель","female"
"1513","1513","Варвара",140,"323283785",2016,"апрель","female"
"1514","1514","Арина",123,"323283791",2016,"апрель","female"
"1515","1515","Ксения",122,"323283792",2016,"апрель","female"
"1516","1516","Вероника",116,"323283793",2016,"апрель","female"
"1517","1517","Софья",100,"323283794",2016,"апрель","female"
"1518","1518","Ева",95,"323283795",2016,"апрель","female"
"1519","1519","Валерия",90,"323283796",2016,"апрель","female"
"1520","1520","Милана",88,"323283797",2016,"апрель","female"
"1521","1521","Ульяна",81,"323283798",2016,"апрель","female"
"1522","1522","Кира",72,"323283799",2016,"апрель","female"
"1523","1523","Вера",67,"323283800",2016,"апрель","female"
"1524","1524","Маргарита",67,"323283801",2016,"апрель","female"
"1525","1525","Таисия",58,"323283802",2016,"апрель","female"
"1526","1526","Кристина",54,"323283803",2016,"апрель","female"
"1527","1527","Мирослава",46,"323283804",2016,"апрель","female"
"1528","1528","Алёна",45,"323283805",2016,"апрель","female"
"1529","1529","Ника",45,"323283807",2016,"апрель","female"
"1530","1530","Ольга",44,"323283812",2016,"апрель","female"
"1531","1531","Юлия",42,"323283817",2016,"апрель","female"
"1532","1532","Алина",40,"323283823",2016,"апрель","female"
"1533","1533","Диана",40,"323283832",2016,"апрель","female"
"1534","1534","Эмилия",36,"323283837",2016,"апрель","female"
"1535","1535","Амина",34,"323283841",2016,"апрель","female"
"1536","1536","Елена",31,"323283850",2016,"апрель","female"
"1537","1537","Есения",31,"323283855",2016,"апрель","female"
"1538","1538","Татьяна",29,"323283856",2016,"апрель","female"
"1539","1539","Сафия",28,"323283857",2016,"апрель","female"
"1540","1540","Евгения",26,"323283860",2016,"апрель","female"
"1541","1541","Надежда",24,"323283865",2016,"апрель","female"
"1542","1542","Ирина",23,"323283873",2016,"апрель","female"
"1543","1543","Марьям",23,"323283874",2016,"апрель","female"
"1544","1544","Николь",23,"323283875",2016,"апрель","female"
"1545","1545","Светлана",23,"323283879",2016,"апрель","female"
"1546","1546","Злата",22,"323283883",2016,"апрель","female"
"1547","1547","Элина",22,"323283889",2016,"апрель","female"
"1548","1548","Ангелина",21,"323283895",2016,"апрель","female"
"1549","1549","Лидия",21,"323283896",2016,"апрель","female"
"1550","1550","Аделина",20,"323283901",2016,"апрель","female"
"1551","1551","Дарина",20,"323283961",2016,"апрель","female"
"1552","1552","Майя",20,"323283968",2016,"апрель","female"
"1553","1553","Стефания",19,"323283974",2016,"апрель","female"
"1554","1554","Ясмина",19,"323283990",2016,"апрель","female"
"1555","1555","Амелия",18,"323283996",2016,"апрель","female"
"1556","1556","Любовь",18,"323284003",2016,"апрель","female"
"1557","1557","Марта",17,"323284011",2016,"апрель","female"
"1558","1558","Нина",17,"323284015",2016,"апрель","female"
"1559","1559","Ариана",16,"323284020",2016,"апрель","female"
"1560","1560","Агния",16,"323284023",2016,"апрель","female"
"1561","1561","Милена",16,"323284024",2016,"апрель","female"
"1562","1562","Яна",16,"323284036",2016,"апрель","female"
"1563","1563","Агата",15,"323284039",2016,"апрель","female"
"1564","1564","Каролина",15,"323284040",2016,"апрель","female"
"1565","1565","Марина",15,"323284041",2016,"апрель","female"
"1566","1566","Айлин",14,"323284052",2016,"апрель","female"
"1567","1567","Зоя",14,"323284059",2016,"апрель","female"
"1568","1568","Малика",14,"323284065",2016,"апрель","female"
"1569","1569","Наталья",14,"323284066",2016,"апрель","female"
"1570","1570","Аиша",13,"323284067",2016,"апрель","female"
"1571","1571","Олеся",13,"323284068",2016,"апрель","female"
"1572","1572","Фатима",13,"323284073",2016,"апрель","female"
"1573","1573","Оливия",12,"323284074",2016,"апрель","female"
"1574","1574","Ярослава",12,"323284080",2016,"апрель","female"
"1575","1575","Владислава",11,"323284089",2016,"апрель","female"
"1576","1576","Марианна",11,"323284096",2016,"апрель","female"
"1577","1577","Аврора",10,"323284104",2016,"апрель","female"
"1578","1578","Камилла",10,"323284105",2016,"апрель","female"
"1579","1579","Карина",10,"323284106",2016,"апрель","female"
"1580","1580","Мия",10,"323284107",2016,"апрель","female"
"1581","1581","Наталия",10,"323284108",2016,"апрель","female"
"1582","1582","Самира",10,"323284111",2016,"апрель","female"
"1583","1583","Камила",9,"323284132",2016,"апрель","female"
"1584","1584","Лилия",9,"323284143",2016,"апрель","female"
"1585","1585","Сабина",9,"323284154",2016,"апрель","female"
"1586","1586","Алия",8,"323284156",2016,"апрель","female"
"1587","1587","Амалия",8,"323284158",2016,"апрель","female"
"1588","1588","Антонина",8,"323284163",2016,"апрель","female"
"1589","1589","Евдокия",8,"323284178",2016,"апрель","female"
"1590","1590","Марьяна",8,"323284187",2016,"апрель","female"
"1591","1591","Пелагея",8,"323284199",2016,"апрель","female"
"1592","1592","Серафима",8,"323284211",2016,"апрель","female"
"1593","1593","Анфиса",7,"323284212",2016,"апрель","female"
"1594","1594","Аглая",7,"323284213",2016,"апрель","female"
"1595","1595","Альбина",7,"323284218",2016,"апрель","female"
"1596","1596","Алла",7,"323284226",2016,"апрель","female"
"1597","1597","Афина",7,"323284227",2016,"апрель","female"
"1598","1598","Эмма",7,"323284229",2016,"апрель","female"
"1599","1599","Алеся",6,"323284230",2016,"апрель","female"
"1600","1600","Василина",6,"323284231",2016,"апрель","female"
"1601","1601","Виктория",282,"170907820",2016,"май","female"
"1602","1602","Мария",257,"170907821",2016,"май","female"
"1603","1603","София",221,"170907822",2016,"май","female"
"1604","1604","Анастасия",218,"170907823",2016,"май","female"
"1605","1605","Анна",206,"170907824",2016,"май","female"
"1606","1606","Елизавета",198,"170907825",2016,"май","female"
"1607","1607","Алиса",192,"170907826",2016,"май","female"
"1608","1608","Александра",182,"170907827",2016,"май","female"
"1609","1609","Полина",174,"170907828",2016,"май","female"
"1610","1610","Дарья",172,"170907829",2016,"май","female"
"1611","1611","Екатерина",145,"323287144",2016,"май","female"
"1612","1612","Варвара",144,"323287155",2016,"май","female"
"1613","1613","Арина",134,"323287160",2016,"май","female"
"1614","1614","Ева",126,"323287168",2016,"май","female"
"1615","1615","Василиса",123,"323287176",2016,"май","female"
"1616","1616","Ксения",121,"323287184",2016,"май","female"
"1617","1617","Вероника",117,"323287192",2016,"май","female"
"1618","1618","Софья",108,"323287200",2016,"май","female"
"1619","1619","Валерия",106,"323287206",2016,"май","female"
"1620","1620","Милана",89,"323287215",2016,"май","female"
"1621","1621","Маргарита",80,"323287225",2016,"май","female"
"1622","1622","Таисия",67,"323287234",2016,"май","female"
"1623","1623","Ульяна",66,"323287243",2016,"май","female"
"1624","1624","Вера",62,"323287256",2016,"май","female"
"1625","1625","Кира",62,"323287266",2016,"май","female"
"1626","1626","Майя",57,"323287275",2016,"май","female"
"1627","1627","Алина",53,"323287285",2016,"май","female"
"1628","1628","Кристина",52,"323287292",2016,"май","female"
"1629","1629","Мирослава",52,"323287301",2016,"май","female"
"1630","1630","Диана",51,"323287316",2016,"май","female"
"1631","1631","Ольга",48,"323287324",2016,"май","female"
"1632","1632","Есения",45,"323287334",2016,"май","female"
"1633","1633","Алёна",42,"323287346",2016,"май","female"
"1634","1634","Злата",37,"323287357",2016,"май","female"
"1635","1635","Амина",36,"323287363",2016,"май","female"
"1636","1636","Татьяна",35,"323287372",2016,"май","female"
"1637","1637","Евгения",34,"323287382",2016,"май","female"
"1638","1638","Сафия",30,"323287391",2016,"май","female"
"1639","1639","Елена",29,"323287402",2016,"май","female"
"1640","1640","Ника",27,"323287414",2016,"май","female"
"1641","1641","Юлия",27,"323287418",2016,"май","female"
"1642","1642","Яна",27,"323287429",2016,"май","female"
"1643","1643","Эмилия",25,"323287440",2016,"май","female"
"1644","1644","Ирина",24,"323287452",2016,"май","female"
"1645","1645","Дарина",23,"323287461",2016,"май","female"
"1646","1646","Агата",21,"323287467",2016,"май","female"
"1647","1647","Надежда",21,"323287476",2016,"май","female"
"1648","1648","Стефания",21,"323287487",2016,"май","female"
"1649","1649","Светлана",20,"323287488",2016,"май","female"
"1650","1650","Ангелина",17,"323287498",2016,"май","female"
"1651","1651","Алия",17,"323293272",2016,"май","female"
"1652","1652","Любовь",17,"323293273",2016,"май","female"
"1653","1653","Марьям",17,"323293274",2016,"май","female"
"1654","1654","Элина",17,"323293275",2016,"май","female"
"1655","1655","Ярослава",17,"323293276",2016,"май","female"
"1656","1656","Наталья",16,"323293277",2016,"май","female"
"1657","1657","Нина",16,"323293278",2016,"май","female"
"1658","1658","Фатима",16,"323293279",2016,"май","female"
"1659","1659","Аделина",15,"323293280",2016,"май","female"
"1660","1660","Зоя",15,"323293281",2016,"май","female"
"1661","1661","Карина",15,"323293282",2016,"май","female"
"1662","1662","Марина",15,"323293283",2016,"май","female"
"1663","1663","Айлин",14,"323293284",2016,"май","female"
"1664","1664","Николь",14,"323293285",2016,"май","female"
"1665","1665","Оливия",14,"323293286",2016,"май","female"
"1666","1666","Лилия",13,"323293288",2016,"май","female"
"1667","1667","Малика",13,"323293289",2016,"май","female"
"1668","1668","Милена",13,"323293290",2016,"май","female"
"1669","1669","Амелия",12,"323293291",2016,"май","female"
"1670","1670","Ясмина",12,"323293293",2016,"май","female"
"1671","1671","Владислава",11,"323293294",2016,"май","female"
"1672","1672","Камила",11,"323293295",2016,"май","female"
"1673","1673","Камилла",11,"323293296",2016,"май","female"
"1674","1674","Олеся",11,"323293297",2016,"май","female"
"1675","1675","Самира",11,"323293298",2016,"май","female"
